,id,combined_features,popularity,vote_average,points,release_date
3284,13072,brooklyn rules  alec baldwin paulo araujo daniel tay ty thomas reed brian o'neill drama action thriller michael corrente 2007 film films movies movie actor actress director,4.090382,5.8,427.0358808,2007-04-30
3979,43942,freakonomics female nudity corruption cheating experiment limousine zoe sloane jade viggiano amancaya aguilar kahiry bess alisha naragsheth documentary heidi ewing 2010 film films movies movie actor actress director,1.781462,6.6,423.2753712,2010-10-01
2487,18074,duets musical gwyneth paltrow scott speedman maria bello paul giamatti andre braugher comedy drama music bruce paltrow 2000 film films movies movie actor actress director,2.25453,5.5,421.59711,2000-09-09
2691,10368,tea with mussolini italy hotel loss of mother ambassador world war ii cher judi dench joan plowright maggie smith lily tomlin comedy drama war franco zeffirelli 1999 film films movies movie actor actress director,2.238646,5.8,415.4926976,1999-03-25
2636,331592,listening secret telepathy technology invention government thomas stroppel artie ahr amber marie bollinger christine haeberman steve hanks drama thriller science fiction khalil sullins 2015 film films movies movie actor actress director,2.414721,5.5,411.70993050000004,2015-09-11
1954,33157,waterloo biography napoleon bonaparte waterloo rod steiger christopher plummer orson welles jack hawkins virginia mckenna history action drama sergey bondarchuk 1970 film films movies movie actor actress director,1.894749,7.0,411.160533,1970-10-26
4407,242083,hits talent delusion fame teenager viral video meredith hagner matt walsh james adomian jake cherry derek waters drama comedy david cross 2014 film films movies movie actor actress director,3.638411,4.9,410.04891970000006,2014-01-21
1273,15074,extreme ops ski devon sawa bridgette wilson rufus sewell rupert graves heino ferch action adventure drama thriller christian duguay 2002 film films movies movie actor actress director,2.911819,5.0,407.65466,2002-11-27
4425,206213,zombie hunter mutant post-apocalyptic zombie martin copping danny trejo clare niederpruem terry guthrie jason regier comedy action science fiction thriller kevin king 2013 film films movies movie actor actress director,3.418372,3.5,406.786268,2013-07-25
3208,333355,star wars: clone wars: volume 1 war space opera clone troopers tom kane corey burton mat lucas james arnold taylor andr\u00e9 sogliuzzo action adventure animation fantasy science fiction genndy tartakovsky 2005 film films movies movie actor actress director,1.881466,8.0,406.396656,2005-03-21
1295,8842,against the ropes biography sport meg ryan tony shalhoub joe cortese kerry washington omar epps romance drama charles s. dutton 2004 film films movies movie actor actress director,2.817364,4.5,405.700416,2004-02-20
4687,14758,good dick sexuality roommate misfit independent film relationship marianna palka jason ritter eric edelstein martin starr mark webber comedy drama romance marianna palka 2008 film films movies movie actor actress director,1.948435,6.1,404.105419,2008-10-03
2531,17202,why did i get married?  tyler perry jill scott janet jackson michael jai white malik yoba comedy drama tyler perry 2007 film films movies movie actor actress director,2.005111,6.1,403.62884429999997,2007-10-12
4438,60421,circumstance sexual identity lesbian relationship homosexuality woman director nikohl boosheri sarah kazemy reza sixo safai soheil parsa nasrin pakkho drama maryam keshavarz 2011 film films movies movie actor actress director,2.34239,7.4,398.674778,2011-08-26
4117,24746,six-string samurai independent film jeffrey falcon justin mcguire kim de angelo stephane gauger clifford hugo action adventure science fiction lance mungia 1998 film films movies movie actor actress director,1.892183,5.8,395.08781039999997,1998-09-18
83,79698,the lovers  josh hartnett simone kessell tamsin egerton alice englert bipasha basu action adventure science fiction romance roland joff\u00e9 2015 film films movies movie actor actress director,2.418535,4.8,394.704912,2015-02-13
2241,14582,passchendaele nurse battle platoon veteran recruitment paul gross caroline dhavernas joe dinicol meredith bailey adam harrington drama romance war history paul gross 2008 film films movies movie actor actress director,2.405911,6.3,394.08822180000004,2008-10-17
2304,22479,kansas city politician kansas city election jazz music jennifer jason leigh miranda richardson harry belafonte michael murphy dermot mulroney thriller drama music crime robert altman 1996 film films movies movie actor actress director,5.380733,6.1,393.8696556,1996-08-16
4386,201132,antarctica: a year on ice biography antarctica genevieve bachman william brotman michael christiansen tom hamann george lampman drama adventure documentary anthony powell 2013 film films movies movie actor actress director,1.883947,7.2,393.3681336,2013-09-05
2694,34152,crooklyn black people 1970s jazz musician stra\u00dfenkids dysfunctional family alfre woodard delroy lindo david patrick kelly zelda harris carlton williams comedy drama spike lee 1994 film films movies movie actor actress director,1.89218,6.7,393.005786,1994-05-13
2895,12479,breakfast of champions wife husband relationship success author extramarital affair bruce willis albert finney nick nolte barbara hershey glenne headly comedy alan rudolph 1999 film films movies movie actor actress director,2.695896,5.2,392.5224576,1999-02-13
3515,168027,freaky deaky bomb squad ex-fugitive freaky christian slater michael jai white crispin glover billy burke breanne racano comedy charles matthau 2012 film films movies movie actor actress director,4.448353,4.9,392.34473460000004,2012-04-22
2220,31117,superbabies: baby geniuses 2 baby baseball scientific study computer genius jon voight scott baio vanessa angel skyler shaye whoopi goldberg comedy family bob clark 2004 film films movies movie actor actress director,5.886228,1.9,391.43416199999996,2004-08-27
4180,58492,the greatest movie ever sold comedian comedy duringcreditsstinger morgan spurlock peter berg paul brennan ralph nader brett ratner comedy documentary morgan spurlock 2011 film films movies movie actor actress director,0.692497,6.4,390.01431040000006,2011-04-22
4069,347548,containment  louise brealey lee ross sheila reid pippa nixon claire greasley thriller horror science fiction neil mcenery-west 2015 film films movies movie actor actress director,2.122451,5.1,389.6820035999999,2015-07-09
3395,47088,the extra man independent film woman director kevin kline paul dano katie holmes john c. reilly dan hedaya comedy shari springer berman 2010 film films movies movie actor actress director,2.26778,5.9,388.01715800000005,2010-08-01
4593,15800,trekkies pop culture fan culture documentary science fiction space opera denise crosby barbara adams majel barrett james doohan deforest kelley documentary roger nygard 1997 film films movies movie actor actress director,2.77754,6.3,384.96704400000004,1997-10-18
3539,27451,harvard man gambling sex college basketball mafia sarah michelle gellar adrian grenier joey lauren adams eric stoltz rebecca gayheart drama james toback 2001 film films movies movie actor actress director,5.336243,4.8,384.209496,2001-01-01
2384,43434,carlos gun car bomb miniseries terrorism opec edgar ram\u00edrez alexander scheer fadi abi samra nora von waldst\u00e4tten talal el-jordi crime drama thriller history olivier assayas 2010 film films movies movie actor actress director,1.138383,6.7,381.358305,2010-05-19
3810,251979,the perfect wave biography christian romance scott eastwood cheryl ladd patrick lyster rachel hendrix  scott mortensen romance adventure drama bruce macdonald 2014 film films movies movie actor actress director,4.1186120000000015,4.4,380.5597488000002,2014-02-28
3385,25388,march or die gypsy middle east foreign legion wilderness archaeologist gene hackman terence hill catherine deneuve ian holm jack o'halloran action adventure drama war dick richards 1977 film films movies movie actor actress director,3.829937,6.2,379.92975040000005,1977-09-08
4612,26518,old joy woman director daniel london will oldham tanya smith robin rosenberg keri moran drama kelly reichardt 2006 film films movies movie actor actress director,1.6732080000000005,6.3,379.48357440000007,2006-01-01
4106,12901,no end in sight white house occupying power independent film incompetence irak campbell scott gerald burke ali fadhil robert hutchings documentary charles ferguson 2007 film films movies movie actor actress director,2.283796,7.2,378.1966176000001,2007-07-27
2796,43867,the prisoner of zenda kidnapping coronation villain kingdom heir to the throne ronald colman madeleine carroll raymond massey mary astor douglas fairbanks jr. adventure drama romance john cromwell 1937 film films movies movie actor actress director,4.021389,8.4,371.57634360000003,1937-09-03
4072,28165,the toxic avenger part ii japan new jersey sequel superhero gore ron fazio john altamura phoebe legere rick collins rikiya yasuoka comedy horror action lloyd kaufman 1989 film films movies movie actor actress director,1.7913310000000002,5.3,370.2681177,1989-02-24
4456,25461,raising victor vargas independent film victor rasuk judy marte melonie diaz altagracia guzman silvestre rasuk drama romance peter sollett 2002 film films movies movie actor actress director,3.643662,7.8,369.46732679999997,2002-05-16
4521,14271,beyond the mat wrestling sport controversial ecw wwe mick foley terry funk vince mcmahon dwayne johnson jake roberts documentary barry w. blaustein 1999 film films movies movie actor actress director,2.778633,7.8,368.4467358,1999-10-22
3673,12555,i served the king of england expensive restaurant luxury adolf hitler prague sudetendeutsch ivan barnev old\u0159ich kaiser julia jentsch mari\u00e1n labuda martin huba comedy drama ji\u0159\u00ed menzel 2006 film films movies movie actor actress director,2.387463,7.0,367.66930199999996,2006-12-19
